,id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,base_name_en,skill1_name,skill1_level,skill2_name,skill2_level
273,264,Jagras Coil β,5,waist,both,1,0,0,40,62,78,-2,2,-1,-1,1,Jagras Coil β,Great Jagras Hide+,3,Great Jagras Mane,3.0,Great Jagras Scale+,4.0,Jagras Scale+,3.0,Jagras Coil β,Fortify,1.0,None,None
274,265,Jagras Greaves β,5,legs,both,1,0,0,40,62,78,-2,2,-1,-1,1,Jagras Greaves β,Great Jagras Scale+,4,Great Jagras Hide+,2.0,Great Jagras Mane,2.0,Jagras Scale+,1.0,Jagras Greaves β,Speed Crawler,1.0,None,None
275,266,Kulu Headpiece α,5,head,both,0,0,0,40,62,78,0,-3,0,1,0,Kulu Headpiece α,Kulu-Ya-Ku Scale+,4,Kulu-Ya-Ku Hide+,2.0,Kulu-Ya-Ku Plume+,2.0,None,None,Kulu Headpiece α,Fire Resistance,1.0,Weakness Exploit,1.0
276,267,Kulu Mail α,5,chest,both,0,0,0,40,62,78,0,-3,0,1,0,Kulu Mail α,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Plume+,3.0,Kulu-Ya-Ku Beak+,2.0,Bird Wyvern Gem,1.0,Kulu Mail α,Stamina Surge,1.0,Critical Eye,1.0
277,268,Kulu Vambraces α,5,arms,both,0,0,0,40,62,78,0,-3,0,1,0,Kulu Vambraces α,Kulu-Ya-Ku Scale+,4,Kulu-Ya-Ku Hide+,2.0,Carbalite Ore,3.0,None,None,Kulu Vambraces α,Pro Transporter,1.0,Critical Eye,1.0
278,269,Kulu Coil α,5,waist,both,0,0,0,40,62,78,0,-3,0,1,0,Kulu Coil α,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Beak+,2.0,Wingdrake Hide+,3.0,Earth Crystal,2.0,Kulu Coil α,Item Prolonger,2.0,None,None
279,270,Kulu Greaves α,5,legs,both,0,0,0,40,62,78,0,-3,0,1,0,Kulu Greaves α,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6.0,Wingdrake Hide+,2.0,Earth Crystal,2.0,Kulu Greaves α,Critical Eye,1.0,Item Prolonger,1.0
280,271,Kulu Headpiece β,5,head,both,1,1,0,40,62,78,0,-3,0,1,0,Kulu Headpiece β,Kulu-Ya-Ku Scale+,4,Kulu-Ya-Ku Hide+,2.0,Kulu-Ya-Ku Plume+,2.0,None,None,Kulu Headpiece β,Fire Resistance,1.0,None,None
281,272,Kulu Mail β,5,chest,both,1,0,0,40,62,78,0,-3,0,1,0,Kulu Mail β,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Plume+,3.0,Kulu-Ya-Ku Beak+,2.0,Bird Wyvern Gem,1.0,Kulu Mail β,Stamina Surge,1.0,None,None
282,273,Kulu Vambraces β,5,arms,both,2,0,0,40,62,78,0,-3,0,1,0,Kulu Vambraces β,Kulu-Ya-Ku Scale+,4,Kulu-Ya-Ku Hide+,2.0,Carbalite Ore,3.0,None,None,Kulu Vambraces β,Pro Transporter,1.0,None,None
283,274,Kulu Coil β,5,waist,both,2,0,0,40,62,78,0,-3,0,1,0,Kulu Coil β,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Beak+,2.0,Wingdrake Hide+,3.0,Earth Crystal,2.0,Kulu Coil β,Item Prolonger,1.0,None,None
284,275,Kulu Greaves β,5,legs,both,1,0,0,40,62,78,0,-3,0,1,0,Kulu Greaves β,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6.0,Wingdrake Hide+,2.0,Earth Crystal,2.0,Kulu Greaves β,Critical Eye,1.0,None,None
285,276,Tzitzi Headgear α,5,head,both,0,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Headgear α,Tzitzi-Ya-Ku Scale+,4,Tzitzi-Ya-Ku Hide+,2.0,Tzitzi-Ya-Ku Photophore+,2.0,Coral Crystal,5.0,Tzitzi Headgear α,Blindsider,1.0,Stun Resistance,1.0
286,277,Tzitzi Mail α,5,chest,both,0,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Mail α,Tzitzi-Ya-Ku Hide+,4,Tzitzi-Ya-Ku Claw+,4.0,Tzitzi-Ya-Ku Photophore+,3.0,Bird Wyvern Gem,1.0,Tzitzi Mail α,Constitution,1.0,Water Attack,2.0
287,278,Tzitzi Vambraces α,5,arms,both,0,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Vambraces α,Tzitzi-Ya-Ku Hide+,4,Tzitzi-Ya-Ku Photophore+,2.0,Tzitzi-Ya-Ku Scale+,4.0,Dragonvein Crystal,2.0,Tzitzi Vambraces α,Stun Resistance,2.0,Wide-Range,1.0
288,279,Tzitzi Coil α,5,waist,both,0,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Coil α,Tzitzi-Ya-Ku Hide+,2,Tzitzi-Ya-Ku Claw+,4.0,Dragonvein Crystal,3.0,Lightcrystal,2.0,Tzitzi Coil α,Wide-Range,2.0,Water Attack,1.0
289,280,Tzitzi Greaves α,5,legs,both,0,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Greaves α,Tzitzi-Ya-Ku Scale+,4,Tzitzi-Ya-Ku Hide+,2.0,Tzitzi-Ya-Ku Claw+,2.0,Carbalite Ore,6.0,Tzitzi Greaves α,Sleep Resistance,2.0,None,None
290,281,Tzitzi Headgear β,5,head,both,1,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Headgear β,Tzitzi-Ya-Ku Scale+,4,Tzitzi-Ya-Ku Hide+,2.0,Tzitzi-Ya-Ku Photophore+,2.0,Coral Crystal,5.0,Tzitzi Headgear β,Blindsider,1.0,None,None
291,282,Tzitzi Mail β,5,chest,both,1,1,0,40,62,78,0,0,-3,-2,0,Tzitzi Mail β,Tzitzi-Ya-Ku Hide+,4,Tzitzi-Ya-Ku Claw+,4.0,Tzitzi-Ya-Ku Photophore+,3.0,Bird Wyvern Gem,1.0,Tzitzi Mail β,Constitution,1.0,None,None
292,283,Tzitzi Vambraces β,5,arms,both,1,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Vambraces β,Tzitzi-Ya-Ku Hide+,4,Tzitzi-Ya-Ku Photophore+,2.0,Tzitzi-Ya-Ku Scale+,4.0,Dragonvein Crystal,2.0,Tzitzi Vambraces β,Stun Resistance,2.0,None,None
293,284,Tzitzi Coil β,5,waist,both,2,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Coil β,Tzitzi-Ya-Ku Hide+,2,Tzitzi-Ya-Ku Claw+,4.0,Dragonvein Crystal,3.0,Lightcrystal,2.0,Tzitzi Coil β,Wide-Range,1.0,None,None
294,285,Tzitzi Greaves β,5,legs,both,1,0,0,40,62,78,0,0,-3,-2,0,Tzitzi Greaves β,Tzitzi-Ya-Ku Scale+,4,Tzitzi-Ya-Ku Hide+,2.0,Tzitzi-Ya-Ku Claw+,2.0,Carbalite Ore,6.0,Tzitzi Greaves β,Sleep Resistance,1.0,None,None
295,286,Girros Mask α,5,head,both,0,0,0,40,62,78,0,-3,2,0,1,Girros Mask α,Great Girros Scale+,4,Great Girros Hide+,2.0,Great Girros Hood+,1.0,Girros Scale+,4.0,Girros Mask α,Horn Maestro,1.0,Paralysis Resistance,1.0
296,287,Girros Mail α,5,chest,both,0,0,0,40,62,78,0,-3,2,0,1,Girros Mail α,Great Girros Hide+,4,Great Girros Fang+,4.0,Omniplegia Sac,3.0,Bird Wyvern Gem,1.0,Girros Mail α,Paralysis Resistance,2.0,None,None
297,288,Girros Vambraces α,5,arms,both,0,0,0,40,62,78,0,-3,2,0,1,Girros Vambraces α,Great Girros Scale+,4,Great Girros Hide+,2.0,Girros Fang,2.0,Omniplegia Sac,2.0,Girros Vambraces α,Palico Rally,2.0,None,None
298,289,Girros Coil α,5,waist,both,0,0,0,40,62,78,0,-3,2,0,1,Girros Coil α,Great Girros Hide+,4,Great Girros Tail,2.0,Great Girros Hood+,2.0,Girros Hide+,4.0,Girros Coil α,Effluvial Expert,1.0,Paralysis Attack,1.0
299,290,Girros Greaves α,5,legs,both,0,0,0,40,62,78,0,-3,2,0,1,Girros Greaves α,Great Girros Hide+,2,Great Girros Fang+,4.0,Great Girros Scale+,4.0,Warped Bone,5.0,Girros Greaves α,Paralysis Attack,2.0,None,None
300,291,Girros Mask β,5,head,both,1,0,0,40,62,78,0,-3,2,0,1,Girros Mask β,Great Girros Scale+,4,Great Girros Hide+,2.0,Great Girros Hood+,1.0,Girros Scale+,4.0,Girros Mask β,Horn Maestro,1.0,None,None
301,292,Girros Mail β,5,chest,both,1,0,0,40,62,78,0,-3,2,0,1,Girros Mail β,Great Girros Hide+,4,Great Girros Fang+,4.0,Omniplegia Sac,3.0,Bird Wyvern Gem,1.0,Girros Mail β,Paralysis Resistance,1.0,None,None
302,293,Girros Vambraces β,5,arms,both,1,0,0,40,62,78,0,-3,2,0,1,Girros Vambraces β,Great Girros Scale+,4,Great Girros Hide+,2.0,Girros Fang,2.0,Omniplegia Sac,2.0,Girros Vambraces β,Palico Rally,1.0,None,None
303,294,Girros Coil β,5,waist,both,1,0,0,40,62,78,0,-3,2,0,1,Girros Coil β,Great Girros Hide+,4,Great Girros Tail,2.0,Great Girros Hood+,2.0,Girros Hide+,4.0,Girros Coil β,Effluvial Expert,1.0,None,None
304,295,Girros Greaves β,5,legs,both,1,0,0,40,62,78,0,-3,2,0,1,Girros Greaves β,Great Girros Hide+,2,Great Girros Fang+,4.0,Great Girros Scale+,4.0,Warped Bone,5.0,Girros Greaves β,Paralysis Attack,1.0,None,None
305,296,Pukei Hood α,5,head,both,0,0,0,42,64,80,0,3,-3,0,1,Pukei Hood α,Pukei-Pukei Carapace,2,Pukei-Pukei Tail,2.0,Pukei-Pukei Wing,3.0,Toxin Sac,2.0,Pukei Hood α,Survival Expert,2.0,None,None
306,297,Pukei Mail α,5,chest,both,0,0,0,42,64,80,0,3,-3,0,1,Pukei Mail α,Pukei-Pukei Scale+,4,Pukei-Pukei Carapace,3.0,Carbalite Ore,3.0,None,None,Pukei Mail α,Item Prolonger,1.0,Botanist,1.0
307,298,Pukei Vambraces α,5,arms,both,0,0,0,42,64,80,0,3,-3,0,1,Pukei Vambraces α,Pukei-Pukei Scale+,4,Pukei-Pukei Carapace,3.0,Toxin Sac,1.0,None,None,Pukei Vambraces α,Poison Resistance,2.0,Poison Attack,1.0
308,299,Pukei Coil α,5,waist,both,0,0,0,42,64,80,0,3,-3,0,1,Pukei Coil α,Pukei-Pukei Carapace,4,Pukei-Pukei Wing,2.0,Pukei-Pukei Sac+,2.0,Bird Wyvern Gem,1.0,Pukei Coil α,Poison Attack,2.0,None,None
309,300,Pukei Greaves α,5,legs,both,0,0,0,42,64,80,0,3,-3,0,1,Pukei Greaves α,Pukei-Pukei Carapace,2,Pukei-Pukei Sac+,2.0,Pukei-Pukei Scale+,4.0,Monster Keenbone,2.0,Pukei Greaves α,Botanist,2.0,Survival Expert,1.0
310,301,Pukei Hood β,5,head,both,1,1,0,42,64,80,0,3,-3,0,1,Pukei Hood β,Pukei-Pukei Carapace,2,Pukei-Pukei Tail,2.0,Pukei-Pukei Wing,3.0,Toxin Sac,2.0,Pukei Hood β,Survival Expert,1.0,None,None
311,302,Pukei Mail β,5,chest,both,1,0,0,42,64,80,0,3,-3,0,1,Pukei Mail β,Pukei-Pukei Scale+,4,Pukei-Pukei Carapace,3.0,Carbalite Ore,3.0,None,None,Pukei Mail β,Item Prolonger,1.0,None,None
312,303,Pukei Vambraces β,5,arms,both,1,1,0,42,64,80,0,3,-3,0,1,Pukei Vambraces β,Pukei-Pukei Scale+,4,Pukei-Pukei Carapace,3.0,Toxin Sac,1.0,None,None,Pukei Vambraces β,Poison Resistance,1.0,None,None
313,304,Pukei Coil β,5,waist,both,1,0,0,42,64,80,0,3,-3,0,1,Pukei Coil β,Pukei-Pukei Carapace,4,Pukei-Pukei Wing,2.0,Pukei-Pukei Sac+,2.0,Bird Wyvern Gem,1.0,Pukei Coil β,Poison Attack,1.0,None,None
314,305,Pukei Greaves β,5,legs,both,2,0,0,42,64,80,0,3,-3,0,1,Pukei Greaves β,Pukei-Pukei Carapace,2,Pukei-Pukei Sac+,2.0,Pukei-Pukei Scale+,4.0,Monster Keenbone,2.0,Pukei Greaves β,Botanist,1.0,None,None
315,306,Barroth Helm α,5,head,both,0,0,0,42,64,80,-3,-1,3,-1,0,Barroth Helm α,Barroth Ridge+,3,Barroth Tail,2.0,Barroth Claw+,3.0,Kestodon Carapace,4.0,Barroth Helm α,Guard,2.0,None,None
316,307,Barroth Mail α,5,chest,both,0,0,0,42,64,80,-3,-1,3,-1,0,Barroth Mail α,Barroth Carapace,4,Barroth Ridge+,2.0,Barroth Claw+,2.0,Quality Bone,5.0,Barroth Mail α,Stamina Thief,2.0,None,None
317,308,Barroth Vambraces α,5,arms,both,0,0,0,42,64,80,-3,-1,3,-1,0,Barroth Vambraces α,Barroth Ridge+,4,Barroth Scalp,2.0,Kestodon Carapace,3.0,Wyvern Gem,1.0,Barroth Vambraces α,Marathon Runner,1.0,Stamina Thief,1.0
318,309,Barroth Coil α,5,waist,both,0,0,0,42,64,80,-3,-1,3,-1,0,Barroth Coil α,Barroth Carapace,4,Barroth Ridge+,3.0,Monster Bone+,4.0,None,None,Barroth Coil α,Muck Resistance,1.0,Guard,1.0
319,310,Barroth Greaves α,5,legs,both,0,0,0,42,64,80,-3,-1,3,-1,0,Barroth Greaves α,Barroth Ridge+,2,Barroth Carapace,4.0,Fertile Mud,4.0,Monster Keenbone,4.0,Barroth Greaves α,Stun Resistance,2.0,Marathon Runner,1.0
320,311,Barroth Helm β,5,head,both,1,0,0,42,64,80,-3,-1,3,-1,0,Barroth Helm β,Barroth Ridge+,3,Barroth Tail,2.0,Barroth Claw+,3.0,Kestodon Carapace,4.0,Barroth Helm β,Guard,1.0,None,None
321,312,Barroth Mail β,5,chest,both,1,0,0,42,64,80,-3,-1,3,-1,0,Barroth Mail β,Barroth Carapace,4,Barroth Ridge+,2.0,Barroth Claw+,2.0,Quality Bone,5.0,Barroth Mail β,Stamina Thief,1.0,None,None
322,313,Barroth Vambraces β,5,arms,both,1,0,0,42,64,80,-3,-1,3,-1,0,Barroth Vambraces β,Barroth Ridge+,4,Barroth Scalp,2.0,Kestodon Carapace,3.0,Wyvern Gem,1.0,Barroth Vambraces β,Marathon Runner,1.0,None,None
323,314,Barroth Coil β,5,waist,both,2,0,0,42,64,80,-3,-1,3,-1,0,Barroth Coil β,Barroth Carapace,4,Barroth Ridge+,3.0,Monster Bone+,4.0,None,None,Barroth Coil β,Muck Resistance,1.0,None,None
324,315,Barroth Greaves β,5,legs,both,1,1,0,42,64,80,-3,-1,3,-1,0,Barroth Greaves β,Barroth Ridge+,2,Barroth Carapace,4.0,Fertile Mud,4.0,Monster Keenbone,4.0,Barroth Greaves β,Stun Resistance,1.0,None,None
325,316,Anja Helm α,5,head,both,0,0,0,44,66,82,3,-3,-1,-1,0,Anja Helm α,Anjanath Pelt+,4,Anjanath Scale+,4.0,Anjanath Tail,2.0,Inferno Sac,3.0,Anja Helm α,Fire Attack,2.0,Fire Resistance,1.0
326,317,Anja Mail α,5,chest,both,0,0,0,44,66,82,3,-3,-1,-1,0,Anja Mail α,Anjanath Pelt+,6,Anjanath Fang+,4.0,Anjanath Nosebone+,2.0,Anjanath Gem,1.0,Anja Mail α,Marathon Runner,1.0,Special Ammo Boost,1.0
327,318,Anja Vambraces α,5,arms,both,0,0,0,44,66,82,3,-3,-1,-1,0,Anja Vambraces α,Anjanath Pelt+,4,Anjanath Scale+,4.0,Anjanath Nosebone+,1.0,Monster Keenbone,4.0,Anja Vambraces α,Special Ammo Boost,1.0,Fire Attack,1.0
328,319,Anja Coil α,5,waist,both,0,0,0,44,66,82,3,-3,-1,-1,0,Anja Coil α,Anjanath Scale+,4,Anjanath Pelt+,3.0,Anjanath Fang+,3.0,Piercing Claw,4.0,Anja Coil α,Fire Resistance,2.0,Artillery,1.0
329,320,Anja Greaves α,5,legs,both,0,0,0,44,66,82,3,-3,-1,-1,0,Anja Greaves α,Anjanath Scale+,4,Anjanath Pelt+,3.0,Inferno Sac,2.0,Carbalite Ore,5.0,Anja Greaves α,Artillery,2.0,None,None
330,321,Anja Helm β,5,head,both,2,0,0,44,66,82,3,-3,-1,-1,0,Anja Helm β,Anjanath Pelt+,4,Anjanath Scale+,4.0,Anjanath Tail,2.0,Inferno Sac,3.0,Anja Helm β,Fire Attack,2.0,None,None
331,322,Anja Mail β,5,chest,both,1,1,0,44,66,82,3,-3,-1,-1,0,Anja Mail β,Anjanath Pelt+,6,Anjanath Fang+,4.0,Anjanath Nosebone+,2.0,Anjanath Gem,1.0,Anja Mail β,Marathon Runner,1.0,None,None
332,323,Anja Vambraces β,5,arms,both,1,0,0,44,66,82,3,-3,-1,-1,0,Anja Vambraces β,Anjanath Pelt+,4,Anjanath Scale+,4.0,Anjanath Nosebone+,1.0,Monster Keenbone,4.0,Anja Vambraces β,Special Ammo Boost,1.0,None,None
333,324,Anja Coil β,5,waist,both,2,0,0,44,66,82,3,-3,-1,-1,0,Anja Coil β,Anjanath Scale+,4,Anjanath Pelt+,3.0,Anjanath Fang+,3.0,Piercing Claw,4.0,Anja Coil β,Fire Resistance,2.0,None,None
334,325,Anja Greaves β,5,legs,both,1,0,0,44,66,82,3,-3,-1,-1,0,Anja Greaves β,Anjanath Scale+,4,Anjanath Pelt+,3.0,Inferno Sac,2.0,Carbalite Ore,5.0,Anja Greaves β,Artillery,1.0,None,None
335,326,Jyura Helm α,5,head,both,0,0,0,44,66,82,-1,2,-3,0,0,Jyura Helm α,Jyuratodus Scale+,4,Jyuratodus Carapace,2.0,Jyuratodus Fin+,2.0,Gajau Scale,6.0,Jyura Helm α,Aquatic/Polar Mobility,2.0,None,None
336,327,Jyura Mail α,5,chest,both,0,0,0,44,66,82,-1,2,-3,0,0,Jyura Mail α,Jyuratodus Scale+,4,Jyuratodus Fin+,3.0,Jyuratodus Fang+,2.0,Torrent Sac,2.0,Jyura Mail α,Muck Resistance,1.0,Water Attack,1.0
337,328,Jyura Vambraces α,5,arms,both,0,0,0,44,66,82,-1,2,-3,0,0,Jyura Vambraces α,Jyuratodus Carapace,4,Jyuratodus Fang+,3.0,Grand Gajau Whisker,2.0,Monster Keenbone,3.0,Jyura Vambraces α,Water Attack,2.0,Aquatic/Polar Mobility,1.0
338,329,Jyura Coil α,5,waist,both,0,0,0,44,66,82,-1,2,-3,0,0,Jyura Coil α,Jyuratodus Scale+,4,Jyuratodus Carapace,2.0,Torrent Sac,2.0,None,None,Jyura Coil α,Ice Resistance,2.0,None,None
339,330,Jyura Greaves α,5,legs,both,0,0,0,44,66,82,-1,2,-3,0,0,Jyura Greaves α,Jyuratodus Carapace,4,Jyuratodus Fang+,2.0,Jyuratodus Fin+,2.0,Wyvern Gem,1.0,Jyura Greaves α,Focus,2.0,None,None
340,331,Jyura Helm β,5,head,both,1,0,0,44,66,82,-1,2,-3,0,0,Jyura Helm β,Jyuratodus Scale+,4,Jyuratodus Carapace,2.0,Jyuratodus Fin+,2.0,Gajau Scale,6.0,Jyura Helm β,Aquatic/Polar Mobility,1.0,None,None
341,332,Jyura Mail β,5,chest,both,1,0,0,44,66,82,-1,2,-3,0,0,Jyura Mail β,Jyuratodus Scale+,4,Jyuratodus Fin+,3.0,Jyuratodus Fang+,2.0,Torrent Sac,2.0,Jyura Mail β,Muck Resistance,1.0,None,None
342,333,Jyura Vambraces β,5,arms,both,1,0,0,44,66,82,-1,2,-3,0,0,Jyura Vambraces β,Jyuratodus Carapace,4,Jyuratodus Fang+,3.0,Grand Gajau Whisker,2.0,Monster Keenbone,3.0,Jyura Vambraces β,Water Attack,2.0,None,None
343,334,Jyura Coil β,5,waist,both,1,0,0,44,66,82,-1,2,-3,0,0,Jyura Coil β,Jyuratodus Scale+,4,Jyuratodus Carapace,2.0,Torrent Sac,2.0,None,None,Jyura Coil β,Ice Resistance,1.0,None,None
344,335,Jyura Greaves β,5,legs,both,2,0,0,44,66,82,-1,2,-3,0,0,Jyura Greaves β,Jyuratodus Carapace,4,Jyuratodus Fang+,2.0,Jyuratodus Fin+,2.0,Wyvern Gem,1.0,Jyura Greaves β,Focus,1.0,None,None
345,336,Kadachi Helm α,5,head,both,0,0,0,44,66,82,0,-3,3,0,0,Kadachi Helm α,Tobi-Kadachi Pelt+,4,Tobi-Kadachi Electrode+,4.0,Tobi-Kadachi Claw+,4.0,Wyvern Gem,1.0,Kadachi Helm α,Constitution,2.0,None,None
346,337,Kadachi Mail α,5,chest,both,0,0,0,44,66,82,0,-3,3,0,0,Kadachi Mail α,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Electrode+,2.0,Tobi-Kadachi Membrane,4.0,Thunder Sac,2.0,Kadachi Mail α,Jump Master,1.0,Evade Extender,1.0
347,338,Kadachi Vambraces α,5,arms,both,0,0,0,44,66,82,0,-3,3,0,0,Kadachi Vambraces α,Tobi-Kadachi Pelt+,4,Tobi-Kadachi Claw+,4.0,Tobi-Kadachi Scale+,2.0,Monster Keenbone,4.0,Kadachi Vambraces α,Evade Extender,2.0,None,None
348,339,Kadachi Coil α,5,waist,both,0,0,0,44,66,82,0,-3,3,0,0,Kadachi Coil α,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3.0,Thunder Sac,1.0,Wingdrake Hide+,3.0,Kadachi Coil α,Thunder Attack,2.0,Thunder Resistance,1.0
349,340,Kadachi Greaves α,5,legs,both,0,0,0,44,66,82,0,-3,3,0,0,Kadachi Greaves α,Tobi-Kadachi Scale+,4,Tobi-Kadachi Membrane,2.0,Thunder Sac,1.0,High-quality Pelt,3.0,Kadachi Greaves α,Thunder Resistance,2.0,Constitution,1.0
350,341,Kadachi Helm β,5,head,both,2,0,0,44,66,82,0,-3,3,0,0,Kadachi Helm β,Tobi-Kadachi Pelt+,4,Tobi-Kadachi Electrode+,4.0,Tobi-Kadachi Claw+,4.0,Wyvern Gem,1.0,Kadachi Helm β,Constitution,1.0,None,None
351,342,Kadachi Mail β,5,chest,both,2,0,0,44,66,82,0,-3,3,0,0,Kadachi Mail β,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Electrode+,2.0,Tobi-Kadachi Membrane,4.0,Thunder Sac,2.0,Kadachi Mail β,Jump Master,1.0,None,None
352,343,Kadachi Vambraces β,5,arms,both,2,0,0,44,66,82,0,-3,3,0,0,Kadachi Vambraces β,Tobi-Kadachi Pelt+,4,Tobi-Kadachi Claw+,4.0,Tobi-Kadachi Scale+,2.0,Monster Keenbone,4.0,Kadachi Vambraces β,Evade Extender,1.0,None,None
353,344,Kadachi Coil β,5,waist,both,1,1,0,44,66,82,0,-3,3,0,0,Kadachi Coil β,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3.0,Thunder Sac,1.0,Wingdrake Hide+,3.0,Kadachi Coil β,Thunder Attack,1.0,None,None
354,345,Kadachi Greaves β,5,legs,both,1,1,0,44,66,82,0,-3,3,0,0,Kadachi Greaves β,Tobi-Kadachi Scale+,4,Tobi-Kadachi Membrane,2.0,Thunder Sac,1.0,High-quality Pelt,3.0,Kadachi Greaves β,Thunder Resistance,1.0,None,None
355,346,Lumu Hat α,5,head,both,0,0,0,44,66,82,-3,2,0,1,0,Lumu Hat α,Paolumu Scale+,4,Paolumu Wing,2.0,Paolumu Pelt+,2.0,Lightcrystal,2.0,Lumu Hat α,Stamina Surge,2.0,None,None
356,347,Lumu Mail α,5,chest,both,0,0,0,44,66,82,-3,2,0,1,0,Lumu Mail α,Paolumu Scale+,2,Paolumu Carapace+,3.0,Paolumu Pelt+,2.0,Monster Keenbone,4.0,Lumu Mail α,Master Mounter,1.0,Artillery,1.0
357,348,Lumu Vambraces α,5,arms,both,0,0,0,44,66,82,-3,2,0,1,0,Lumu Vambraces α,Paolumu Pelt+,4,Paolumu Scale+,2.0,Paolumu Wing,2.0,Quality Bone,5.0,Lumu Vambraces α,Artillery,2.0,None,None
358,349,Lumu Coil α,5,waist,both,0,0,0,44,66,82,-3,2,0,1,0,Lumu Coil α,Paolumu Pelt+,4,Paolumu Scale+,2.0,Paolumu Carapace+,3.0,Coral Bone,5.0,Lumu Coil α,Divine Blessing,2.0,None,None
359,350,Lumu Greaves α,5,legs,both,0,0,0,44,66,82,-3,2,0,1,0,Lumu Greaves α,Paolumu Scale+,4,Paolumu Pelt+,2.0,Paolumu Wing,4.0,Wyvern Gem,1.0,Lumu Greaves α,Windproof,1.0,Stamina Surge,1.0
360,351,Lumu Hat β,5,head,both,2,0,0,44,66,82,-3,2,0,1,0,Lumu Hat β,Paolumu Scale+,4,Paolumu Wing,2.0,Paolumu Pelt+,2.0,Lightcrystal,2.0,Lumu Hat β,Stamina Surge,1.0,None,None
361,352,Lumu Mail β,5,chest,both,1,0,0,44,66,82,-3,2,0,1,0,Lumu Mail β,Paolumu Scale+,2,Paolumu Carapace+,3.0,Paolumu Pelt+,2.0,Monster Keenbone,4.0,Lumu Mail β,Master Mounter,1.0,None,None
362,353,Lumu Vambraces β,5,arms,both,1,0,0,44,66,82,-3,2,0,1,0,Lumu Vambraces β,Paolumu Pelt+,4,Paolumu Scale+,2.0,Paolumu Wing,2.0,Quality Bone,5.0,Lumu Vambraces β,Artillery,1.0,None,None
363,354,Lumu Coil β,5,waist,both,1,0,0,44,66,82,-3,2,0,1,0,Lumu Coil β,Paolumu Pelt+,4,Paolumu Scale+,2.0,Paolumu Carapace+,3.0,Coral Bone,5.0,Lumu Coil β,Divine Blessing,1.0,None,None
364,355,Lumu Greaves β,5,legs,both,1,1,0,44,66,82,-3,2,0,1,0,Lumu Greaves β,Paolumu Scale+,4,Paolumu Pelt+,2.0,Paolumu Wing,4.0,Wyvern Gem,1.0,Lumu Greaves β,Windproof,1.0,None,None
365,356,Rathian Helm α,5,head,both,0,0,0,46,68,84,2,0,-2,0,-3,Rathian Helm α,Rathian Carapace,4,Rathian Scale+,4.0,Rathian Webbing,2.0,Inferno Sac,3.0,Rathian Helm α,Health Boost,2.0,Poison Attack,1.0
366,357,Rathian Mail α,5,chest,both,0,0,0,46,68,84,2,0,-2,0,-3,Rathian Mail α,Rathian Scale+,4,Rathian Carapace,2.0,Rathian Webbing,2.0,Quality Bone,6.0,Rathian Mail α,Botanist,2.0,Recovery Up,1.0
367,358,Rathian Vambraces α,5,arms,both,0,0,0,46,68,84,2,0,-2,0,-3,Rathian Vambraces α,Rathian Carapace,4,Rathian Scale+,4.0,Rathian Spike+,2.0,Monster Keenbone,4.0,Rathian Vambraces α,Poison Attack,2.0,None,None
368,359,Rathian Coil α,5,waist,both,0,0,0,46,68,84,2,0,-2,0,-3,Rathian Coil α,Rathian Scale+,4,Rathian Carapace,2.0,Inferno Sac,2.0,Monster Broth,2.0,Rathian Coil α,Poison Resistance,2.0,Health Boost,1.0
369,360,Rathian Greaves α,5,legs,both,0,0,0,46,68,84,2,0,-2,0,-3,Rathian Greaves α,Rathian Carapace,6,Rathian Spike+,3.0,Rath Wingtalon,4.0,Rathian Ruby,1.0,Rathian Greaves α,Recovery Up,2.0,None,None
370,361,Rathian Helm β,5,head,both,1,0,0,46,68,84,2,0,-2,0,-3,Rathian Helm β,Rathian Carapace,4,Rathian Scale+,4.0,Rathian Webbing,2.0,Inferno Sac,3.0,Rathian Helm β,Health Boost,1.0,Poison Attack,1.0
