,id,name_en,weapon_type_x,previous_en,category,rarity,attack,affinity,defense,element_hidden,element1,element1_attack,element2,element2_attack,elderseal,slot_1,slot_2,slot_3,kinsect_bonus,phial,phial_power,shelling,shelling_level,notes,ammo_config,skill,base_name_en,weapon_type_y,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,weapon_type,maxed,red,orange,yellow,green,blue,white,purple
218,2091,Daito Wolf,long-sword,Daito Crow,N/A,11,891,25,N/A,False,Poison,240.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Daito Wolf,long-sword,Upgrade,Scratched Shell,3,Garuga Fellwing,2.0,Fancy Beak,3.0,Large Wyvern Gem,1.0,long-sword,False,140,30,90,30,30,60,20
219,2092,Usurper's Boltslicer,long-sword,Iron Eschaton I,N/A,10,792,0,N/A,False,Thunder,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Usurper's Boltslicer,long-sword,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2.0,Zinogre Cortex,5.0,Lightning Sac,3.0,long-sword,False,100,80,30,30,80,80,0
220,2093,Usurper Boltslicer+,long-sword,Usurper's Boltslicer,N/A,11,825,0,N/A,False,Thunder,300.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Usurper Boltslicer+,long-sword,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4.0,Fulgurbug,5.0,Zinogre Skymerald,1.0,long-sword,False,130,30,90,30,30,70,20
221,2094,Despot's Boltbreaker,long-sword,Usurper Boltslicer+,N/A,12,858,0,N/A,False,Thunder,450.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Despot's Boltbreaker,long-sword,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2.0,Zinogre Deathly Shocker,5.0,Large Elder Dragon Gem,1.0,long-sword,False,120,30,90,30,30,80,20
222,97,Nergal Reaver,long-sword,Iron Gospel I,N/A,7,627,0,N/A,False,Dragon,90.0,N/A,N/A,high,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nergal Reaver,long-sword,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4.0,Nergigante Tail,2.0,Nergigante Carapace,2.0,long-sword,True,120,120,40,50,70,0,0
223,98,Extermination's Edge,long-sword,Nergal Reaver,N/A,8,693,0,N/A,False,Dragon,120.0,N/A,N/A,high,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Extermination's Edge,long-sword,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5.0,Nergigante Talon,5.0,Nergigante Gem,1.0,long-sword,True,110,120,40,50,80,0,0
224,2095,Ruinous Extermination,long-sword,Extermination's Edge,N/A,12,957,0,N/A,False,Dragon,180.0,N/A,N/A,high,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ruinous Extermination,long-sword,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4.0,Eternal Regrowth Plate,5.0,Large Elder Dragon Gem,1.0,long-sword,True,80,30,30,110,40,110,0
225,99,Flickering Glow I,long-sword,Iron Katana III,N/A,3,429,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flickering Glow I,long-sword,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1.0,Tzitzi-Ya-Ku Scale,3.0,N/A,N/A,long-sword,False,70,50,80,100,0,0,0
226,100,Flickering Glow II,long-sword,Flickering Glow I,N/A,4,462,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flickering Glow II,long-sword,Upgrade,Legiana Tail Webbing,2,Tzitzi-Ya-Ku Claw,3.0,Tzitzi-Ya-Ku Photophore,2.0,Sharp Claw,3.0,long-sword,False,60,50,80,110,0,0,0
227,101,Dazzling Flash I,long-sword,Flickering Glow II,N/A,5,528,0,N/A,True,Thunder,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dazzling Flash I,long-sword,Upgrade,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1.0,Tzitzi-Ya-Ku Scale+,5.0,Lightcrystal,1.0,long-sword,False,100,50,50,80,70,0,0
228,102,Dazzling Flash II,long-sword,Dazzling Flash I,N/A,6,561,0,N/A,True,Thunder,300.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dazzling Flash II,long-sword,Upgrade,Legiana Wing,2,Tzitzi-Ya-Ku Claw+,4.0,Tzitzi-Ya-Ku Photophore+,2.0,Piercing Claw,5.0,long-sword,False,90,50,50,80,80,0,0
229,103,Dazzling Flash III,long-sword,Dazzling Flash II,N/A,6,594,0,N/A,True,Thunder,360.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dazzling Flash III,long-sword,Upgrade,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5.0,Tzitzi-Ya-Ku Photophore+,3.0,Bird Wyvern Gem,1.0,long-sword,False,80,50,60,120,50,40,0
230,2096,Blinding Blaze I,long-sword,Dazzling Flash III,N/A,9,726,0,N/A,True,Thunder,450.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blinding Blaze I,long-sword,Create,Tzitzi-Ya-Ku Hardclaw,3,Tzitzi-Ya-Ku Photomembrane,2.0,Tzitzi-Ya-Ku Shard,4.0,Fey Wyvern Gem,1.0,long-sword,False,120,30,30,110,40,70,0
231,2096,Blinding Blaze I,long-sword,Dazzling Flash III,N/A,9,726,0,N/A,True,Thunder,450.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blinding Blaze I,long-sword,Upgrade,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1.0,Tzitzi-Ya-Ku Shard,2.0,Tough Claw,2.0,long-sword,False,120,30,30,110,40,70,0
232,2097,Blinding Blaze II,long-sword,Blinding Blaze I,N/A,10,858,0,N/A,True,Thunder,480.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blinding Blaze II,long-sword,Upgrade,Legiana Hardclaw,2,Tzitzi-Ya-Ku Hardclaw,2.0,Tzitzi-Ya-Ku Photomembrane,1.0,Purecrystal,1.0,long-sword,False,90,30,30,110,40,100,0
233,2098,Ambertooth I,long-sword,Blinding Blaze I,N/A,10,726,20,N/A,False,Ice,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ambertooth I,long-sword,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4.0,Cryo Sac,4.0,Frozen Bone,3.0,long-sword,False,110,30,30,110,40,80,0
234,2099,Ambertooth II,long-sword,Ambertooth I,N/A,10,792,30,N/A,False,Ice,300.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ambertooth II,long-sword,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3.0,Barioth Greatspike,3.0,Large Wyvern Gem,1.0,long-sword,False,110,30,30,110,40,80,0
235,3223,Adularia Edge,long-sword,Ambertooth I,N/A,11,891,15,N/A,False,Ice,540.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adularia Edge,long-sword,Create,Frostfang Ticket,3,Silverwhite Frostfang,3.0,Bergcrusher Claw,2.0,Large Wyvern Gem,1.0,long-sword,False,10,40,50,50,60,120,70
236,3223,Adularia Edge,long-sword,Ambertooth I,N/A,11,891,15,N/A,False,Ice,540.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adularia Edge,long-sword,Upgrade,Frostfang Ticket,2,Silverwhite Frostfang,3.0,Bergcrusher Claw,1.0,Gracium,5.0,long-sword,False,10,40,50,50,60,120,70
237,104,First Dance I,long-sword,Iron Katana II,N/A,2,330,15,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Dance I,long-sword,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2.0,Kulu-Ya-Ku Scale,3.0,N/A,N/A,long-sword,False,70,70,30,80,0,0,0
238,105,First Dance II,long-sword,First Dance I,N/A,3,363,15,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Dance II,long-sword,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2.0,Kulu-Ya-Ku Plume,2.0,Boulder Bone,3.0,long-sword,False,80,50,80,90,0,0,0
239,106,First Dance III,long-sword,First Dance II,N/A,4,429,15,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Dance III,long-sword,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2.0,Kulu-Ya-Ku Plume,4.0,Warped Bone,3.0,long-sword,False,60,50,80,110,0,0,0
240,107,Last Dance I,long-sword,First Dance III,N/A,5,495,20,N/A,True,Sleep,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Last Dance I,long-sword,Create,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,2.0,Kulu-Ya-Ku Scale+,6.0,Bird Wyvern Gem,1.0,long-sword,False,110,50,50,80,60,0,0
241,107,Last Dance I,long-sword,First Dance III,N/A,5,495,20,N/A,True,Sleep,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Last Dance I,long-sword,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4.0,Kulu-Ya-Ku Scale+,6.0,N/A,N/A,long-sword,False,110,50,50,80,60,0,0
242,108,Last Dance II,long-sword,Last Dance I,N/A,6,528,20,N/A,True,Sleep,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Last Dance II,long-sword,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4.0,Kulu-Ya-Ku Plume+,3.0,Brutal Bone,3.0,long-sword,False,80,50,50,80,90,0,0
243,109,Last Dance III,long-sword,Last Dance II,N/A,6,561,20,N/A,True,Sleep,270.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Last Dance III,long-sword,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5.0,Kulu-Ya-Ku Plume+,4.0,Bird Wyvern Gem,1.0,long-sword,False,80,60,80,80,80,20,0
244,2100,Rafiq al-Nasr I,long-sword,Last Dance III,N/A,9,693,25,N/A,True,Sleep,360.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rafiq al-Nasr I,long-sword,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2.0,Kulu-Ya-Ku Shard,3.0,Thick Bone,2.0,long-sword,False,110,30,30,110,40,80,0
245,2101,Rafiq al-Nasr II,long-sword,Rafiq al-Nasr I,N/A,10,825,25,N/A,True,Sleep,420.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rafiq al-Nasr II,long-sword,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2.0,Large Kulu-Ya-Ku Plume,3.0,Monster Slogbone,3.0,long-sword,False,110,30,30,110,40,80,0
246,2102,Hidden Saber,long-sword,Rafiq al-Nasr I,N/A,10,726,10,N/A,True,Poison,360.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hidden Saber,long-sword,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3.0,Nargacuga Tailspear,2.0,Meldspar Ore,1.0,long-sword,False,80,80,30,30,80,100,0
247,2103,Hidden Saber+,long-sword,Hidden Saber,N/A,10,759,15,N/A,True,Poison,450.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hidden Saber+,long-sword,Upgrade,Fulgur Anjanath Hardfang,2,Nargacuga Cutwing+,3.0,Nargacuga Lash,2.0,Nargacuga Mantle,1.0,long-sword,False,150,20,20,70,40,30,70
248,2104,Deepest Night,long-sword,Hidden Saber+,N/A,11,792,20,N/A,True,Poison,540.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Deepest Night,long-sword,Upgrade,Shadowpierce Fang,2,Nargacuga Cutwing+,4.0,Nargacuga Hardfang,4.0,Purecrystal,1.0,long-sword,False,140,20,20,70,40,30,80
249,110,Brazenridge I,long-sword,Last Dance I,N/A,6,594,-10,25.0,False,Fire,90.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brazenridge I,long-sword,Upgrade,Uragaan Jaw,1,Uragaan Scale+,6.0,Uragaan Carapace,4.0,Uragaan Marrow,1.0,long-sword,False,100,50,50,80,70,0,0
250,111,Brazenridge II,long-sword,Brazenridge I,N/A,7,660,-10,30.0,False,Fire,120.0,N/A,N/A,N/A,3,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brazenridge II,long-sword,Upgrade,Teostra Carapace,4,Uragaan Jaw,2.0,Uragaan Scute,4.0,Uragaan Ruby,1.0,long-sword,False,90,50,50,80,130,0,0
251,2105,Brazenreach I,long-sword,Brazenridge II,N/A,10,792,-10,35.0,False,Fire,210.0,N/A,N/A,N/A,4,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brazenreach I,long-sword,Upgrade,Uragaan Jaw+,1,Uragaan Shard,3.0,Uragaan Cortex,2.0,Meldspar Ore,2.0,long-sword,False,110,50,50,80,110,0,0
252,2106,Brazenreach II,long-sword,Brazenreach I,N/A,10,957,-10,35.0,False,Fire,240.0,N/A,N/A,N/A,4,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brazenreach II,long-sword,Upgrade,Acidic Glavenus Hardfang,2,Uragaan Jaw+,1.0,Uragaan Scute+,2.0,Uragaan Pallium,1.0,long-sword,False,100,50,50,80,120,0,0
253,2107,Glavenus Spada I,long-sword,Brazenridge II,N/A,10,759,0,N/A,False,Fire,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glavenus Spada I,long-sword,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4.0,Molten Bursa,2.0,Eltalite Ore,6.0,long-sword,False,100,80,30,30,80,80,0
254,2108,Glavenus Spada II,long-sword,Glavenus Spada I,N/A,10,825,0,N/A,False,Fire,270.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glavenus Spada II,long-sword,Upgrade,Ebony Odogaron Hardfang,2,Glavenus Hellshell,3.0,Glavenus Tailedge,2.0,Glavenus Mantle,1.0,long-sword,False,130,30,30,60,50,70,30
255,112,"Wyvern Blade ""Leaf""",long-sword,First Dance I,N/A,3,363,10,N/A,False,Poison,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Leaf""",long-sword,Create,Rathian Shell,5,Machalite Ore,10.0,Poison Sac,4.0,Rathian Plate,1.0,long-sword,False,90,50,80,80,0,0,0
256,112,"Wyvern Blade ""Leaf""",long-sword,First Dance I,N/A,3,363,10,N/A,False,Poison,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Leaf""",long-sword,Upgrade,Rathian Spike,3,Rathian Scale,5.0,Rathian Shell,4.0,N/A,N/A,long-sword,False,90,50,80,80,0,0,0
257,113,"Wyvern Blade ""Verde""",long-sword,"Wyvern Blade ""Leaf""",N/A,5,495,10,N/A,False,Poison,270.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Verde""",long-sword,Upgrade,Rathian Spike+,3,Rathian Scale+,5.0,Rathian Carapace,4.0,Rathian Plate,1.0,long-sword,False,110,50,50,80,60,0,0
258,114,"Wyvern Blade ""Holly""",long-sword,"Wyvern Blade ""Verde""",N/A,7,627,10,N/A,False,Poison,330.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Holly""",long-sword,Upgrade,Elder Dragon Blood,3,Rathian Spike+,5.0,Pink Rathian Scale+,6.0,Rathian Ruby,1.0,long-sword,False,80,60,60,100,70,30,0
259,2109,"Wyvern Blade ""Blossom""",long-sword,"Wyvern Blade ""Holly""",N/A,9,759,10,N/A,False,Poison,360.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Blossom""",long-sword,Upgrade,Rathian Surspike,3,Rathian Shard,5.0,Rathian Cortex,4.0,N/A,N/A,long-sword,False,90,100,40,50,70,50,0
260,2110,"Wyvern Blade ""Blossom""+",long-sword,"Wyvern Blade ""Blossom""",N/A,10,858,10,N/A,False,Poison,390.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Blossom""+",long-sword,Upgrade,Monster Solidbone,5,Pink Rathian Shard,4.0,Pink Rathian Cortex,3.0,Rathian Mantle,1.0,long-sword,False,110,30,30,110,40,80,0
261,2111,"Wyvern Blade ""Luna""",long-sword,"Wyvern Blade ""Blossom""+",N/A,12,957,10,N/A,False,Poison,420.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Luna""",long-sword,Upgrade,Gold Rathian Surspike,3,Gold Rathian Shard,5.0,Gold Rathian Cortex,4.0,Rath Gleam,1.0,long-sword,False,70,80,30,30,80,110,0
262,115,"Wyvern Blade ""Fall""",long-sword,"Wyvern Blade ""Leaf""",N/A,4,396,15,N/A,False,Fire,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Fall""",long-sword,Upgrade,Rath Wingtalon,3,Rathalos Shell,2.0,Flame Sac,2.0,Rathalos Marrow,1.0,long-sword,False,80,50,80,90,0,0,0
263,116,"Wyvern Blade ""Blood""",long-sword,"Wyvern Blade ""Fall""",N/A,6,528,15,N/A,False,Fire,180.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Blood""",long-sword,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4.0,Rathalos Wing,2.0,Rathalos Plate,1.0,long-sword,False,110,50,50,80,60,0,0
264,117,"Wyvern Blade ""Azure""",long-sword,"Wyvern Blade ""Blood""",N/A,7,561,15,N/A,False,Fire,210.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Azure""",long-sword,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4.0,Azure Rathalos Wing,3.0,Rathalos Medulla,1.0,long-sword,False,100,60,80,80,60,20,0
265,118,"Wyvern Blade ""Indigo""",long-sword,"Wyvern Blade ""Azure""",N/A,8,627,15,N/A,False,Fire,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Indigo""",long-sword,Upgrade,Teostra Horn+,2,Azure Rathalos Scale+,8.0,Azure Rathalos Tail,3.0,Rathalos Ruby,1.0,long-sword,False,70,50,60,120,60,40,0
266,2112,"Wyvern Blade ""Indigo""+",long-sword,"Wyvern Blade ""Indigo""",N/A,10,726,15,N/A,False,Fire,300.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Indigo""+",long-sword,Upgrade,Rathalos Shard,6,Rathalos Cortex,4.0,Rathalos Fellwing,2.0,Rath Wingtalon+,4.0,long-sword,False,90,100,40,50,70,50,0
267,2113,"Wyvern Blade ""Empyrean""",long-sword,"Wyvern Blade ""Indigo""+",N/A,10,792,20,N/A,False,Fire,330.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Empyrean""",long-sword,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4.0,Azure Rathalos Fellwing,3.0,Rathalos Mantle,1.0,long-sword,False,100,80,30,30,80,80,0
268,2114,"Wyvern Blade ""Pale""",long-sword,"Wyvern Blade ""Empyrean""",N/A,12,891,20,N/A,False,Fire,420.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wyvern Blade ""Pale""",long-sword,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,4.0,Silver Rathalos Lash,3.0,Rath Gleam,2.0,long-sword,False,130,30,30,60,50,70,30
269,119,Bone Shotel I,long-sword,N/A,N/A,1,297,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Shotel I,long-sword,Create,Monster Bone S,1,N/A,N/A,N/A,N/A,N/A,N/A,long-sword,False,100,60,80,10,0,0,0
270,120,Bone Shotel II,long-sword,Bone Shotel I,N/A,1,330,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Shotel II,long-sword,Upgrade,Monster Bone S,2,N/A,N/A,N/A,N/A,N/A,N/A,long-sword,False,90,50,80,30,0,0,0
271,121,Bone Shotel III,long-sword,Bone Shotel II,N/A,2,396,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Shotel III,long-sword,Upgrade,Monster Bone M,2,Ancient Bone,1.0,N/A,N/A,N/A,N/A,long-sword,False,70,60,60,60,0,0,0
272,122,Hard Bone Shotel I,long-sword,Bone Shotel III,N/A,3,429,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hard Bone Shotel I,long-sword,Upgrade,Monster Bone L,1,Monster Bone M,5.0,Boulder Bone,2.0,N/A,N/A,long-sword,False,130,70,30,70,0,0,0
273,123,Hard Bone Shotel II,long-sword,Hard Bone Shotel I,N/A,4,495,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hard Bone Shotel II,long-sword,Upgrade,Monster Bone+,2,Monster Bone L,1.0,Sturdy Bone,4.0,N/A,N/A,long-sword,False,110,70,30,90,0,0,0
274,124,Hard Bone Shotel III,long-sword,Hard Bone Shotel II,N/A,5,528,0,N/A,True,Sleep,210.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hard Bone Shotel III,long-sword,Upgrade,Monster Keenbone,2,Monster Bone+,2.0,Quality Bone,2.0,N/A,N/A,long-sword,False,140,70,30,100,10,0,0
275,125,Bone Reaper I,long-sword,Hard Bone Shotel III,N/A,6,561,0,10.0,True,Sleep,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Reaper I,long-sword,Upgrade,Monster Hardbone,4,Monster Keenbone,6.0,Quality Bone,10.0,N/A,N/A,long-sword,False,100,100,40,40,70,0,0
276,126,Bone Reaper II,long-sword,Bone Reaper I,N/A,6,627,0,10.0,True,Sleep,270.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Reaper II,long-sword,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6.0,Quality Bone,20.0,Dragonbone Relic,1.0,long-sword,False,100,120,40,50,90,0,0
277,2115,Grand Khopesh I,long-sword,Bone Reaper II,N/A,9,759,0,35.0,True,Sleep,300.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grand Khopesh I,long-sword,Create,Thick Bone,6,Quality Bone,8.0,Monster Toughbone,4.0,Dragonbone Artifact,1.0,long-sword,False,100,100,40,50,60,50,0
278,2115,Grand Khopesh I,long-sword,Bone Reaper II,N/A,9,759,0,35.0,True,Sleep,300.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grand Khopesh I,long-sword,Upgrade,Thick Bone,2,Quality Bone,4.0,Monster Hardbone,4.0,Frozen Bone,1.0,long-sword,False,100,100,40,50,60,50,0
279,2116,Grand Khopesh II,long-sword,Grand Khopesh I,N/A,10,825,0,35.0,True,Sleep,300.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grand Khopesh II,long-sword,Upgrade,Monster Solidbone,2,Monster Slogbone,3.0,Thick Bone,4.0,Monster Essence,2.0,long-sword,False,90,100,40,50,70,50,0
280,2117,Grand Khopesh III,long-sword,Grand Khopesh II,N/A,11,924,0,35.0,True,Sleep,300.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grand Khopesh III,long-sword,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4.0,Thick Bone,6.0,Dragonbone Artifact,1.0,long-sword,False,80,100,40,50,80,50,0
281,2118,Icebrink,long-sword,Grand Khopesh II,N/A,11,858,0,N/A,False,Ice,240.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Icebrink,long-sword,Upgrade,Crystal Shard,4,Velkhana Hardclaw,2.0,Velkhana Lash,2.0,Purecrystal,1.0,long-sword,False,150,30,30,60,50,30,50
282,2119,Reverent Elusarca,long-sword,Icebrink,N/A,12,891,0,N/A,False,Ice,270.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reverent Elusarca,long-sword,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4.0,Velkhana Hardclaw,4.0,Velkhana Crystal,1.0,long-sword,False,140,30,30,60,50,40,50
283,2120,Tigrine Edge,long-sword,Grand Khopesh I,N/A,10,825,-20,N/A,True,Blast,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tigrine Edge,long-sword,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4.0,Monster Slogbone,3.0,Thick Bone,5.0,long-sword,False,80,30,30,110,40,110,0
284,2121,Tigrine Edge+,long-sword,Tigrine Edge,N/A,10,891,-20,N/A,True,Blast,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tigrine Edge+,long-sword,Upgrade,Blackcurl Stouthorn,1,Tigrex Hardfang,3.0,Tigrex Lash,2.0,Tigrex Mantle,1.0,long-sword,False,70,30,30,110,40,120,0
