,id,name_en,previous_en,rarity,skill1_name,skill1_level,skill2_name,skill2_level,base_name_en,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
142,122,Ice Charm I,None,4,Ice Resistance,1,None,None,Ice Charm I,Create,Legiana Plate,1,Legiana Claw,2,Coral Crystal,3,Aquacore Ore,1.0
143,123,Ice Charm II,Ice Charm I,6,Ice Resistance,2,None,None,Ice Charm II,Upgrade,Wyvern Gem,1,Legiana Claw+,2,Coral Crystal,4,Spiritcore Ore,1.0
144,124,Ice Charm III,Ice Charm II,7,Ice Resistance,3,None,None,Ice Charm III,Upgrade,High Commendation,1,Legiana Gem,1,Freezer Sac,3,Dreamcore Ore,1.0
145,125,Blight Charm I,None,4,Blight Resistance,1,None,None,Blight Charm I,Create,Kirin Thunderhorn,1,Kirin Mane,2,Coral Bone,3,Aquacore Ore,1.0
146,126,Blight Charm II,Blight Charm I,7,Blight Resistance,2,None,None,Blight Charm II,Upgrade,Kirin Azure Horn,1,Kirin Thundertail,2,Novacrystal,1,Dreamcore Ore,1.0
147,127,Blight Charm III,Blight Charm II,8,Blight Resistance,3,None,None,Blight Charm III,Upgrade,Daora Gem,1,Xeno'jiiva Tail,2,Brutal Bone,2,Dragoncore Ore,1.0
148,128,Frost Charm I,None,4,Ice Attack,1,None,None,Frost Charm I,Create,Legiana Plate,1,Legiana Claw,2,Coral Crystal,3,Aquacore Ore,1.0
149,129,Frost Charm II,Frost Charm I,6,Ice Attack,2,None,None,Frost Charm II,Upgrade,Legiana Gem,1,Legiana Claw+,2,Coral Crystal,6,Spiritcore Ore,1.0
150,130,Frost Charm III,Frost Charm II,7,Ice Attack,3,None,None,Frost Charm III,Upgrade,Daora Gem,1,Daora Tail,1,Freezer Sac,3,Dreamcore Ore,1.0
151,256,Frost Charm IV,Frost Charm III,11,Ice Attack,4,None,None,Frost Charm IV,Upgrade,Legiana Mantle,1,Smooth Icehide,4,Dragonvein Solidbone,4,Phantomcore Ore,1.0
152,257,Frost Charm V,Frost Charm IV,12,Ice Attack,5,None,None,Frost Charm V,Upgrade,Tempered Icehide,3,Guiding Reef Crystal,1,Spiritvein Solidbone,4,Phantomcore Ore,1.0
153,131,Master's Charm I,None,4,Critical Eye,1,None,None,Master's Charm I,Create,Odogaron Plate,1,Odogaron Fang,2,Warped Bone,3,Aquacore Ore,1.0
154,132,Master's Charm II,Master's Charm I,6,Critical Eye,2,None,None,Master's Charm II,Upgrade,Odogaron Gem,1,Odogaron Claw+,2,Quality Bone,3,Spiritcore Ore,1.0
155,133,Master's Charm III,Master's Charm II,7,Critical Eye,3,None,None,Master's Charm III,Upgrade,Nergigante Gem,1,Nergigante Talon,2,Brutal Bone,2,Dreamcore Ore,1.0
156,258,Master's Charm IV,Master's Charm III,11,Critical Eye,4,None,None,Master's Charm IV,Upgrade,Odogaron Mantle,1,Fatal Rendclaw,3,Colorful Plume,3,Phantomcore Ore,1.0
157,134,Evasion Charm I,None,4,Evade Window,1,None,None,Evasion Charm I,Create,Legiana Tail Webbing,2,Legiana Claw,2,Coral Crystal,3,Aquacore Ore,1.0
158,135,Evasion Charm II,Evasion Charm I,6,Evade Window,2,None,None,Evasion Charm II,Upgrade,Legiana Gem,1,Legiana Claw+,2,Fucium Ore,1,Spiritcore Ore,1.0
159,136,Evasion Charm III,Evasion Charm II,7,Evade Window,3,None,None,Evasion Charm III,Upgrade,Daora Gem,1,Daora Tail,1,Brutal Bone,2,Dreamcore Ore,1.0
160,259,Evasion Charm IV,Evasion Charm III,12,Evade Window,4,None,None,Evasion Charm IV,Upgrade,Tempered Steelwing,3,Tempered Red Scale,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
161,137,Sheath Charm I,None,4,Quick Sheath,1,None,None,Sheath Charm I,Create,Diablos Marrow,1,Diablos Fang,2,Earth Crystal,3,Aquacore Ore,1.0
162,138,Sheath Charm II,Sheath Charm I,6,Quick Sheath,2,None,None,Sheath Charm II,Upgrade,Lavasioth Fin+,1,Lavasioth Fang+,2,Novacrystal,1,Spiritcore Ore,1.0
163,139,Sheath Charm III,Sheath Charm II,8,Quick Sheath,3,None,None,Sheath Charm III,Upgrade,Bazelgeuse Gem,1,Xeno'jiiva Horn,1,Firecell Stone,1,Dreamcore Ore,1.0
164,140,Whetstone Charm I,None,4,Speed Sharpening,1,None,None,Whetstone Charm I,Create,Odogaron Plate,1,Odogaron Fang,2,Warped Bone,3,Aquacore Ore,1.0
165,141,Whetstone Charm II,Whetstone Charm I,6,Speed Sharpening,2,None,None,Whetstone Charm II,Upgrade,Odogaron Gem,1,Odogaron Claw+,2,Novacrystal,1,Spiritcore Ore,1.0
166,142,Whetstone Charm III,Whetstone Charm II,7,Speed Sharpening,3,None,None,Whetstone Charm III,Upgrade,Nergigante Gem,1,Nergigante Talon,2,Firecell Stone,1,Dreamcore Ore,1.0
167,143,Blast Charm I,None,5,Blast Resistance,1,None,None,Blast Charm I,Create,Dodogama Jaw,1,Dodogama Talon,2,Firecell Stone,1,Spiritcore Ore,1.0
168,144,Blast Charm II,Blast Charm I,6,Blast Resistance,2,None,None,Blast Charm II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,2,Novacrystal,1,Spiritcore Ore,1.0
169,145,Blast Charm III,Blast Charm II,7,Blast Resistance,3,None,None,Blast Charm III,Upgrade,Teostra Gem,1,Teostra Horn+,2,Firecell Stone,1,Dreamcore Ore,1.0
170,146,Dragon Charm I,None,5,Dragon Resistance,1,None,None,Dragon Charm I,Create,Dragonbone Relic,1,Quality Bone,3,Dragonvein Crystal,3,Spiritcore Ore,1.0
171,147,Dragon Charm II,Dragon Charm I,6,Dragon Resistance,2,None,None,Dragon Charm II,Upgrade,Uragaan Ruby,1,Uragaan Jaw,1,Dragonvein Crystal,1,Spiritcore Ore,1.0
172,148,Dragon Charm III,Dragon Charm II,7,Dragon Resistance,3,None,None,Dragon Charm III,Upgrade,Elder Dragon Blood,1,Vaal Hazak Gem,1,Dragonbone Relic,3,Dreamcore Ore,1.0
173,149,Wyrmsbane Charm I,None,5,Dragon Attack,1,None,None,Wyrmsbane Charm I,Create,Dragonbone Relic,1,Quality Bone,3,Dragonvein Crystal,3,Spiritcore Ore,1.0
174,150,Wyrmsbane Charm II,Wyrmsbane Charm I,7,Dragon Attack,2,None,None,Wyrmsbane Charm II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Talon,2,Dragonvein Crystal,4,Dreamcore Ore,1.0
175,151,Wyrmsbane Charm III,Wyrmsbane Charm II,8,Dragon Attack,3,None,None,Wyrmsbane Charm III,Upgrade,Xeno'jiiva Gem,1,Xeno'jiiva Claw,2,Dragonbone Relic,3,Dreamcore Ore,1.0
176,260,Wyrmsbane Charm IV,Wyrmsbane Charm III,11,Dragon Attack,4,None,None,Wyrmsbane Charm IV,Upgrade,Ebony Odogaron Mantle,1,Soulrender Talon,4,Dragonvein Solidbone,1,Phantomcore Ore,1.0
177,261,Wyrmsbane Charm V,Wyrmsbane Charm IV,12,Dragon Attack,5,None,None,Wyrmsbane Charm V,Upgrade,Tempered Talon,3,Guiding Rotted Dragonbone,1,Spiritvein Solidbone,4,Phantomcore Ore,1.0
178,152,Demolition Charm I,None,5,Blast Attack,1,None,None,Demolition Charm I,Create,Dodogama Jaw,2,Dodogama Talon,2,Firecell Stone,1,Spiritcore Ore,1.0
179,153,Demolition Charm II,Demolition Charm I,6,Blast Attack,2,None,None,Demolition Charm II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,2,Carbalite Ore,4,Dreamcore Ore,1.0
180,154,Demolition Charm III,Demolition Charm II,8,Blast Attack,3,None,None,Demolition Charm III,Upgrade,Teostra Gem,1,Xeno'jiiva Shell,3,Firecell Stone,1,Dreamcore Ore,1.0
181,262,Demolition Charm IV,Demolition Charm III,11,Blast Attack,4,None,None,Demolition Charm IV,Upgrade,Rubbery Shell,3,Reef Crystal,3,Phantomcore Ore,1,None,None
182,155,Draw Charm I,None,5,Critical Draw,1,None,None,Draw Charm I,Create,Diablos Marrow,1,Diablos Fang,3,Earth Crystal,3,Spiritcore Ore,1.0
183,156,Draw Charm II,Draw Charm I,7,Critical Draw,2,None,None,Draw Charm II,Upgrade,Teostra Gem,1,Teostra Horn+,2,Fucium Ore,1,Dreamcore Ore,1.0
184,301,Draw Charm III,Draw Charm II,12,Critical Draw,3,None,None,Draw Charm III,Upgrade,Azure Dragonsphire,1,Large Elder Dragon Gem,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
185,157,Special Shot Charm I,None,5,Special Ammo Boost,1,None,None,Special Shot Charm I,Create,Anjanath Plate,1,Anjanath Fang,2,Warped Bone,3,Spiritcore Ore,1.0
186,158,Special Shot Charm II,Special Shot Charm I,8,Special Ammo Boost,2,None,None,Special Shot Charm II,Upgrade,Bazelgeuse Gem,1,Xeno'jiiva Wing,2,Novacrystal,1,Dreamcore Ore,1.0
187,159,Marathon Charm I,None,5,Marathon Runner,1,None,None,Marathon Charm I,Create,Barroth Scalp,2,Barroth Claw+,2,Dragonvein Crystal,3,Spiritcore Ore,1.0
188,160,Marathon Charm II,Marathon Charm I,8,Marathon Runner,2,None,None,Marathon Charm II,Upgrade,Xeno'jiiva Gem,1,Xeno'jiiva Veil,2,Fucium Ore,1,Dreamcore Ore,1.0
189,263,Marathon Charm III,Marathon Charm II,12,Marathon Runner,3,None,None,Marathon Charm III,Upgrade,Twisted Temperhorn,3,Tempered Crown,3,Spiritvein Gem,1,Phantomcore Ore,1.0
190,161,Fitness Charm I,None,5,Constitution,1,None,None,Fitness Charm I,Create,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,2,Dragonvein Crystal,3,Spiritcore Ore,1.0
191,162,Fitness Charm II,Fitness Charm I,6,Constitution,2,None,None,Fitness Charm II,Upgrade,Odogaron Gem,1,Odogaron Claw+,2,Fucium Ore,1,Dreamcore Ore,1.0
192,163,Fitness Charm III,Fitness Charm II,7,Constitution,3,None,None,Fitness Charm III,Upgrade,Daora Gem,1,Daora Claw+,1,Coral Crystal,3,Dreamcore Ore,1.0
193,264,Fitness Charm IV,Fitness Charm III,11,Constitution,4,None,None,Fitness Charm IV,Upgrade,Tempered Rendclaw,3,Guiding Wasteland Crystal,1,Spiritvein Solidbone,4,Phantomcore Ore,1.0
194,303,Fitness Charm V,Fitness Charm IV,12,Constitution,5,None,None,Fitness Charm V,Upgrade,Frostfang Ticket,3,Silverwhite Frostfang,3,Spiritvein Gem Shard,1,Phantomcore Ore,1.0
195,164,Surge Charm I,None,5,Stamina Surge,1,None,None,Surge Charm I,Create,Paolumu Wing,2,Paolumu Pelt+,3,Dragonbone Relic,3,Spiritcore Ore,1.0
196,165,Surge Charm II,Surge Charm I,7,Stamina Surge,2,None,None,Surge Charm II,Upgrade,Nergigante Gem,1,Nergigante Talon,2,Fucium Ore,1,Dreamcore Ore,1.0
197,265,Surge Charm III,Surge Charm II,12,Stamina Surge,3,None,None,Surge Charm III,Upgrade,Nargacuga Mantle,1,Tempered Cutwing,3,Spiritvein Gem,1,Phantomcore Ore,1.0
198,166,Leaping Charm I,None,5,Evade Extender,1,None,None,Leaping Charm I,Create,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,2,Dragonvein Crystal,3,Spiritcore Ore,1.0
199,167,Leaping Charm II,Leaping Charm I,7,Evade Extender,2,None,None,Leaping Charm II,Upgrade,Daora Gem,1,Daora Tail,1,Firecell Stone,1,Dreamcore Ore,1.0
200,266,Leaping Charm III,Leaping Charm II,12,Evade Extender,3,None,None,Leaping Charm III,Upgrade,Fey Wyvern Gem,1,Tempered Poison Sac,3,Spiritvein Gem Shard,1,Phantomcore Ore,1.0
201,168,Bombardier Charm I,None,5,Bombardier,1,None,None,Bombardier Charm I,Create,Dodogama Jaw,2,Dodogama Talon,2,Firecell Stone,1,Spiritcore Ore,1.0
202,169,Bombardier Charm II,Bombardier Charm I,6,Bombardier,2,None,None,Bombardier Charm II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,2,Novacrystal,1,Spiritcore Ore,1.0
203,170,Bombardier Charm III,Bombardier Charm II,7,Bombardier,3,None,None,Bombardier Charm III,Upgrade,Teostra Gem,1,Teostra Horn+,2,Firecell Stone,1,Dreamcore Ore,1.0
204,171,Mushroom Charm I,None,5,Mushroomancer,1,None,None,Mushroom Charm I,Create,Commendation,1,Mosswine Hide,5,Novacrystal,1,Dreamcore Ore,1.0
205,172,Mushroom Charm II,Mushroom Charm I,8,Mushroomancer,2,None,None,Mushroom Charm II,Upgrade,Research Commission Ticket,1,High Commendation,1,Novacrystal,1,Dragoncore Ore,1.0
206,267,Mushroom Charm III,Mushroom Charm II,11,Mushroomancer,3,None,None,Mushroom Charm III,Upgrade,Ancient Great Horn,3,Woodland Greatbone,2,Large Wyvern Gem,1,Phantomcore Ore,1.0
207,173,Awakening Charm I,None,5,Free Elem/Ammo Up,1,None,None,Awakening Charm I,Create,Zorah Magdaros Gem,1,Zorah Magdaros Magma,5,Dragonvein Crystal,4,Aquacore Ore,1.0
208,174,Awakening Charm II,Awakening Charm I,7,Free Elem/Ammo Up,2,None,None,Awakening Charm II,Upgrade,Kirin Azure Horn,1,Kirin Thundertail,1,Novacrystal,1,Dreamcore Ore,1.0
209,268,Awakening Charm III,Awakening Charm II,12,Free Elem/Ammo Up,3,None,None,Awakening Charm III,Upgrade,Tempered Azure Horn,3,Guiding Reef Dragonbone,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
210,175,Handicraft Charm I,None,5,Handicraft,1,None,None,Handicraft Charm I,Create,Zorah Magdaros Gem,1,Zorah Magdaros Pleura,3,Dragonvein Crystal,4,Spiritcore Ore,1.0
211,176,Handicraft Charm II,Handicraft Charm I,7,Handicraft,2,None,None,Handicraft Charm II,Upgrade,Daora Gem,1,Daora Tail,1,Wyvern Gem,1,Dreamcore Ore,1.0
212,177,Handicraft Charm III,Handicraft Charm II,8,Handicraft,3,None,None,Handicraft Charm III,Upgrade,Research Commission Ticket,1,Xeno'jiiva Gem,1,Xeno'jiiva Claw,2,Dragoncore Ore,1.0
213,269,Handicraft Charm IV,Handicraft Charm III,12,Handicraft,4,None,None,Handicraft Charm IV,Upgrade,Tempered Azure Mane,3,Tempered Tailblade,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
214,178,Mud Puppy Charm,None,5,Muck Resistance,1,Leap of Faith,1.0,Mud Puppy Charm,Create,Jyuratodus Fang+,2,Tobi-Kadachi Electrode+,3,Dragonvein Crystal,5,Spiritcore Ore,2.0
215,179,Trickshot Charm,None,5,Dungmaster,1,Blindsider,1.0,Trickshot Charm,Create,Barroth Claw+,2,Tzitzi-Ya-Ku Photophore+,3,Lightcrystal,2,Spiritcore Ore,2.0
216,180,Hunter's Life Charm,None,5,BBQ Master,1,Master Fisher,1.0,Hunter's Life Charm,Create,High-quality Pelt,3,Warm Pelt,5,Piercing Claw,5,Spiritcore Ore,2.0
217,181,Procurer's Charm,None,5,Pro Transporter,1,Honey Hunter,1.0,Procurer's Charm,Create,Kestodon Carapace,5,Kestodon Scalp,5,Vespoid Carapace,5,Spiritcore Ore,2.0
218,182,Gatherer's Charm,None,5,Master Gatherer,1,Carving Pro,1.0,Gatherer's Charm,Create,Mosswine Hide,5,Jagras Scale+,5,Jagras Hide+,5,Spiritcore Ore,2.0
219,183,Guard Charm I,None,6,Iron Skin,1,None,None,Guard Charm I,Create,Barnos Talon,3,Barnos Hide+,3,Brutal Bone,6,Spiritcore Ore,1.0
220,184,Guard Charm II,Guard Charm I,6,Iron Skin,2,None,None,Guard Charm II,Upgrade,Wyvern Gem,1,Firecell Stone,1,Dragonite Ore,6,Spiritcore Ore,1.0
221,185,Guard Charm III,Guard Charm II,7,Iron Skin,3,None,None,Guard Charm III,Upgrade,Elder Dragon Blood,1,High Commendation,1,Dragonvein Crystal,2,Dreamcore Ore,1.0
222,186,Earplugs Charm I,None,6,Earplugs,1,None,None,Earplugs Charm I,Create,Blos Medulla,1,Majestic Horn,2,Firecell Stone,2,Dreamcore Ore,1.0
223,187,Earplugs Charm II,Earplugs Charm I,6,Earplugs,2,None,None,Earplugs Charm II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,2,Novacrystal,1,Dreamcore Ore,1.0
224,188,Earplugs Charm III,Earplugs Charm II,8,Earplugs,3,None,None,Earplugs Charm III,Upgrade,Teostra Gem,1,Teostra Horn+,2,Wyvern Gem,1,Dragoncore Ore,1.0
225,270,Earplugs Charm IV,Earplugs Charm III,12,Earplugs,4,None,None,Earplugs Charm IV,Upgrade,Tempered Twilight Fang,3,Tempered Silverpelt,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
226,189,Tremor Charm I,None,6,Tremor Resistance,1,None,None,Tremor Charm I,Create,Blos Medulla,1,Diablos Ridge+,2,Firecell Stone,1,Dreamcore Ore,1.0
227,190,Tremor Charm II,Tremor Charm I,7,Tremor Resistance,2,None,None,Tremor Charm II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Talon,2,Novacrystal,1,Dreamcore Ore,1.0
228,271,Tremor Charm III,Tremor Charm II,12,Tremor Resistance,3,None,None,Tremor Charm III,Upgrade,Tempered Jaw,3,Twisted Temperhorn,3,Spiritvein Gem,1,Phantomcore Ore,1.0
229,191,Exploiter Charm I,None,6,Weakness Exploit,1,None,None,Exploiter Charm I,Create,Rathalos Plate,1,Rathalos Medulla,1,Novacrystal,1,Dreamcore Ore,1.0
230,192,Exploiter Charm II,Exploiter Charm I,8,Weakness Exploit,2,None,None,Exploiter Charm II,Upgrade,Teostra Gem,1,Teostra Horn+,2,Firecell Stone,1,Dragoncore Ore,1.0
231,193,Focus Charm I,None,6,Focus,1,None,None,Focus Charm I,Create,Blos Medulla,1,Diablos Ridge+,2,Firecell Stone,1,Spiritcore Ore,1.0
232,194,Focus Charm II,Focus Charm I,7,Focus,2,None,None,Focus Charm II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Talon,2,Fucium Ore,1,Dreamcore Ore,1.0
233,272,Focus Charm III,Focus Charm II,12,Focus,3,None,None,Focus Charm III,Upgrade,Tempered Twilight Fang,3,Tempered Tailedge,3,Elder Spiritvein Bone,4,Shadowcore Ore,1.0
234,195,Breaker Charm I,None,6,Partbreaker,1,None,None,Breaker Charm I,Create,Uragaan Marrow,1,Uragaan Jaw,2,Firecell Stone,1,Spiritcore Ore,1.0
235,196,Breaker Charm II,Breaker Charm I,8,Partbreaker,2,None,None,Breaker Charm II,Upgrade,Teostra Gem,1,Xeno'jiiva Soulscale,6,Firecell Stone,1,Dreamcore Ore,1.0
236,273,Breaker Charm III,Breaker Charm II,11,Partbreaker,3,None,None,Breaker Charm III,Upgrade,Tempered Great Horn,3,Guiding Wasteland Dragonbone,1,Spiritvein Gem,1,Phantomcore Ore,1.0
237,197,Fury Charm I,None,6,Resentment,1,None,None,Fury Charm I,Create,Black Spiral Horn+,1,Diablos Ridge+,2,Firecell Stone,1,Spiritcore Ore,1.0
238,198,Fury Charm II,Fury Charm I,8,Resentment,2,None,None,Fury Charm II,Upgrade,Nergigante Gem,1,Xeno'jiiva Soulscale,6,Firecell Stone,1,Dreamcore Ore,1.0
239,274,Fury Charm III,Fury Charm II,11,Resentment,3,None,None,Fury Charm III,Upgrade,Blackcurl Temperhorn,3,Guiding Effluvial Crystal,1,Spiritvein Slogbone,4,Phantomcore Ore,1.0
240,275,Fury Charm IV,Fury Charm III,12,Resentment,4,None,None,Fury Charm IV,Upgrade,Spattered Hide,3,Shuddering Darkjaw,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
241,297,Fury Charm V,Fury Charm IV,12,Resentment,5,None,None,Fury Charm V,Upgrade,Immortal Reactor,1,Garuga Auricle,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
242,199,Grit Charm I,None,6,Heroics,1,None,None,Grit Charm I,Create,Blos Medulla,1,Diablos Ridge+,2,Firecell Stone,1,Spiritcore Ore,1.0
243,200,Grit Charm II,Grit Charm I,7,Heroics,2,None,None,Grit Charm II,Upgrade,Daora Gem,1,Daora Tail,2,Dragonvein Crystal,3,Dreamcore Ore,1.0
244,276,Grit Charm III,Grit Charm II,11,Heroics,3,None,None,Grit Charm III,Upgrade,Rathian Mantle,1,Tempered Green Scale,3,Spiritvein Slogbone,4,Phantomcore Ore,1.0
245,277,Grit Charm IV,Grit Charm III,12,Heroics,4,None,None,Grit Charm IV,Upgrade,Shara Ishvalda Gem,1,Elder Spiritvein Bone,4,Great Spiritvein Gem,1,Shadowcore Ore,1.0
246,201,Maintenance Charm I,None,6,Tool Specialist,1,None,None,Maintenance Charm I,Create,Pink Rathian Carapace,2,Rathian Spike,2,Brutal Bone,3,Spiritcore Ore,1.0
247,202,Maintenance Charm II,Maintenance Charm I,7,Tool Specialist,2,None,None,Maintenance Charm II,Upgrade,Teostra Gem,1,Teostra Horn+,2,Quality Bone,2,Dreamcore Ore,1.0
248,203,Maintenance Charm III,Maintenance Charm II,8,Tool Specialist,3,None,None,Maintenance Charm III,Upgrade,Vaal Hazak Gem,1,Xeno'jiiva Veil,2,Dragonvein Crystal,2,Dreamcore Ore,1.0
249,204,Power Charm I,None,7,Latent Power,1,None,None,Power Charm I,Create,Teostra Horn+,3,Teostra Mane,2,Novacrystal,1,Dreamcore Ore,1.0
250,205,Power Charm II,Power Charm I,8,Latent Power,2,None,None,Power Charm II,Upgrade,Teostra Gem,1,Teostra Horn+,2,Firecell Stone,1,Dragoncore Ore,1.0
251,278,Power Charm III,Power Charm II,11,Latent Power,3,None,None,Power Charm III,Upgrade,Zinogre Skymerald,1,Tempered Shocker,3,Spiritvein Solidbone,4,Phantomcore Ore,1.0
252,279,Power Charm IV,Power Charm III,12,Latent Power,4,None,None,Power Charm IV,Upgrade,Tempered Crimson Mane,3,Tempered Flamepelt,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
253,298,Power Charm V,Power Charm IV,12,Latent Power,5,None,None,Power Charm V,Upgrade,Rajang Heart,1,Zinogre Skymerald,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
254,206,Challenger Charm I,None,7,Agitator,1,None,None,Challenger Charm I,Create,Nergigante Gem,1,Nergigante Horn+,2,Novacrystal,1,Dreamcore Ore,1.0
255,207,Challenger Charm II,Challenger Charm I,8,Agitator,2,None,None,Challenger Charm II,Upgrade,Nergigante Gem,1,Nergigante Talon,2,Fucium Ore,1,Dragoncore Ore,1.0
256,280,Challenger Charm III,Challenger Charm II,11,Agitator,3,None,None,Challenger Charm III,Upgrade,Brachydios Pallium,1,Blackcurl Temperhorn,3,Spiritvein Solidbone,4,Phantomcore Ore,1.0
257,281,Challenger Charm IV,Challenger Charm III,12,Agitator,4,None,None,Challenger Charm IV,Upgrade,Tempered Azure Mane,3,Twisted Bravehorn,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
258,300,Challenger Charm V,Challenger Charm IV,12,Agitator,5,None,None,Challenger Charm V,Upgrade,Immortal Reactor,1,Annihilating Greathorn,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
259,208,Unscathed Charm I,None,7,Peak Performance,1,None,None,Unscathed Charm I,Create,Vaal Hazak Gem,1,Vaal Hazak Fang+,2,Novacrystal,1,Dreamcore Ore,1.0
260,209,Unscathed Charm II,Unscathed Charm I,8,Peak Performance,2,None,None,Unscathed Charm II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Talon,2,Fucium Ore,1,Dragoncore Ore,1.0
261,210,Mighty Charm I,None,7,Maximum Might,1,None,None,Mighty Charm I,Create,Nergigante Gem,1,Nergigante Horn+,2,Novacrystal,1,Dreamcore Ore,1.0
262,211,Mighty Charm II,Mighty Charm I,8,Maximum Might,2,None,None,Mighty Charm II,Upgrade,Xeno'jiiva Gem,1,Xeno'jiiva Tail,2,Novacrystal,1,Dragoncore Ore,1.0
263,299,Mighty Charm III,Mighty Charm II,12,Maximum Might,3,None,None,Mighty Charm III,Upgrade,Rajang Heart,1,Glavenus Mantle,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
264,212,Impact Charm I,None,7,Flinch Free,1,None,None,Impact Charm I,Create,Xeno'jiiva Gem,1,Xeno'jiiva Horn,2,Firecell Stone,1,Dreamcore Ore,1.0
265,213,Impact Charm II,Impact Charm I,8,Flinch Free,2,None,None,Impact Charm II,Upgrade,Daora Gem,1,Xeno'jiiva Shell,5,Elder Dragon Bone,2,Dragoncore Ore,1.0
266,282,Impact Charm III,Impact Charm II,11,Flinch Free,3,None,None,Impact Charm III,Upgrade,Elder Dragonvein Bone,3,Serene Crystal,4,Tempered Cragbone,4,Phantomcore Ore,1.0
267,214,Miasma Charm I,None,7,Effluvia Resistance,1,None,None,Miasma Charm I,Create,Vaal Hazak Gem,1,Vaal Hazak Fang+,2,Novacrystal,1,Dreamcore Ore,1.0
268,215,Miasma Charm II,Miasma Charm I,7,Effluvia Resistance,2,None,None,Miasma Charm II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Talon,2,Lightcrystal,2,Dreamcore Ore,1.0
269,216,Miasma Charm III,Miasma Charm II,8,Effluvia Resistance,3,None,None,Miasma Charm III,Upgrade,High Commendation,3,Xeno'jiiva Wing,2,Dragonbone Relic,3,Dreamcore Ore,1.0
270,217,Normal Shots Charm,None,7,Normal Shots,1,None,None,Normal Shots Charm,Create,High Commendation,2,Wyvern Gem,1,Bird Wyvern Gem,2,Dreamcore Ore,1.0
271,283,Normal Shots Charm II,Normal Shots Charm,11,Normal Shots,2,None,None,Normal Shots Charm II,Upgrade,Rugged Mane,3,Mossy Greatbone,3,Fierce Dragonvein Bone,4,Phantomcore Ore,1.0
272,218,Clearmind Charm,None,7,Heat Guard,1,Effluvial Expert,1.0,Clearmind Charm,Create,Teostra Gem,1,Vaal Hazak Gem,1,Vaal Hazak Carapace,5,Dreamcore Ore,2.0
273,219,Rider's Charm,None,7,Master Mounter,1,Jump Master,1.0,Rider's Charm,Create,Daora Gem,1,Legiana Gem,1,Legiana Scale+,5,Dreamcore Ore,2.0
274,220,Surveyor's Charm,None,7,Scoutfly Range Up,1,Scholar,1.0,Surveyor's Charm,Create,Nergigante Gem,1,Zorah Magdaros Heat Scale,5,Zorah Magdaros Magma,3,Dreamcore Ore,2.0
275,221,Critical Charm I,None,8,Critical Boost,1,None,None,Critical Charm I,Create,Rathalos Ruby,1,Rathian Ruby,1,Xeno'jiiva Gem,1,Dragoncore Ore,1.0
276,284,Critical Charm II,Critical Charm I,12,Critical Boost,2,None,None,Critical Charm II,Upgrade,Tempered Crownhorn,3,Tempered Azure Scale,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
277,222,Invigorate Charm I,None,8,Power Prolonger,1,None,None,Invigorate Charm I,Create,Xeno'jiiva Gem,1,Xeno'jiiva Horn,1,Novacrystal,1,Dreamcore Ore,1.0
278,223,Invigorate Charm II,Invigorate Charm I,8,Power Prolonger,2,None,None,Invigorate Charm II,Upgrade,Nergigante Gem,1,Xeno'jiiva Claw,2,Firecell Stone,3,Dragoncore Ore,1.0
279,285,Invigorate Charm III,Invigorate Charm II,11,Power Prolonger,3,None,None,Invigorate Charm III,Upgrade,Tempered Green Scale,3,Tempered Torrent Sac,3,Spiritvein Solidbone,4,Shadowcore Ore,1.0
280,224,Penetration Charm,None,8,Piercing Shots,1,None,None,Penetration Charm,Create,Research Commission Ticket,1,Xeno'jiiva Gem,1,Xeno'jiiva Tail,3,Dragoncore Ore,1.0
281,286,Penetration Charm II,Penetration Charm,11,Piercing Shots,2,None,None,Penetration Charm II,Upgrade,Pink Scale,3,Coral Crimsonbone,2,Fierce Dragonvein Bone,4,Phantomcore Ore,1.0
